SEXO;EDAD;HORA HECHO;FECHA HECHO;FECHA FALL.;CONDICION
Masculino;71;19:15;14/02/2020;25/03/2020;Ciclista
Masculino;63;.;26/03/2020;26/03/2020;Peatón
Masculino;29;17:30;28/03/2020;28/03/2020;Motociclista
Masculino;45;8:25;1/04/2020;1/04/2020;Peatón
Masculino;32;9:22;6/03/2020;1/04/2020;Peatón
Masculino;22;19:40;2/04/2020;2/04/2020;Motociclista
Masculino;37;.;4/04/2020;4/04/2020;Motociclista
Masculino;21;9:50;11/04/2020;11/04/2020;Motociclista
Masculino;29;12:25;14/04/2020;14/04/2020;Ciclista
Femenino;38;17:40;14/04/2020;14/04/2020;Motociclista
Masculino;42;.;.;18/04/2020;Peatón
Masculino;35;16:25;21/04/2020;22/04/2020;Motociclista
Masculino;23;15:50;29/04/2020;29/04/2020;Parrillero
Masculino;25;5:30;1/05/2020;1/05/2020;Motociclista
Masculino;26;13:40;2/05/2020;2/05/2020;Motociclista
Femenino;27;13:00;3/05/2020;3/05/2020;Motociclista
Masculino;58;15:00;26/04/2020;3/05/2020;Ciclista
Masculino;60;18:15;5/05/2020;5/05/2020;Motociclista
Masculino;63;7:30;19/03/2020;13/05/2020;Parrillero
Masculino;31;6:30;17/05/2020;17/05/2020;Motociclista
Masculino;18;16:45;17/05/2020;17/05/2020;Ciclista
Masculino;32;5:13;19/05/2020;19/05/2020;Ciclista
Masculino;16;16:45;17/05/2020;19/05/2020;Ciclista
Masculino;29;4:50;24/05/2020;24/05/2020;Motociclista
Masculino;40;10:20;28/05/2020;28/05/2020;Motociclista
Femenino;54;.;18/05/2020;29/05/2020;Peatón
Masculino;80;16:20;30/05/2020;30/05/2020;Peatón
Masculino;35;.;24/05/2020;30/05/2020;Motociclista
Masculino;47;23:30;31/05/2020;1/06/2020;Motociclista
Masculino;28;5:00;27/05/2020;6/06/2020;Motociclista
Masculino;57;.;16/05/2020;7/06/2020;Motociclista
Femenino;70;5:50;5/06/2020;10/06/2020;Peatón
Masculino;66;12:00;14/06/2020;14/06/2020;Motociclista
Masculino;20;.;10/06/2020;14/06/2020;Peatón
Masculino;30;9:30;7/06/2020;15/06/2020;Conductor
Masculino;13;.;17/06/2020;18/06/2020;Motociclista
Masculino;18;13:40;19/06/2020;19/06/2020;Ciclista
Masculino;23;7:30;22/06/2020;22/06/2020;Pasajero de Auto
Masculino;34;21:40;21/06/2020;23/06/2020;Motociclista
Masculino;20;13:32;21/06/2020;23/06/2020;Motociclista
Masculino;24;16:05;24/06/2020;24/06/2020;Motociclista
Masculino;82;12:30;25/06/2020;25/06/2020;Peatón
Masculino;24;17:30;5/06/2020;28/06/2020;Peatón
Masculino;69;9:59;4/06/2020;30/06/2020;Peatón
Masculino;58;15:30;12/06/2020;3/07/2020;Ciclista
Masculino;38;23:30;4/07/2020;4/07/2020;Motociclista
Masculino;68;18:30;22/06/2020;4/07/2020;Peatón
Masculino;86;15:50;6/07/2020;7/07/2020;Peatón
Masculino;50;10:20;12/07/2020;12/07/2020;Peatón
Masculino;53;15:50;12/07/2020;12/07/2020;Motociclista
Masculino;50;18:30;12/07/2020;12/07/2020;Peatón
Femenino;27;3:20;13/07/2020;13/07/2020;Motociclista
Masculino;80;.;4/07/2020;13/07/2020;Peatón
Masculino;72;8:50;2/07/2020;16/07/2020;Peatón
Femenino;52;12:00;8/07/2020;19/07/2020;Peatón
Masculino;30;.;18/07/2020;20/07/2020;Peatón
Masculino;19;19:30;23/07/2020;23/07/2020;Motociclista
Masculino;56;17:35;26/07/2020;26/07/2020;Peatón
Masculino;25;.;27/07/2020;27/07/2020;Motociclista
Masculino;25;21:00;26/07/2020;27/07/2020;Motociclista
Masculino;20;.;25/07/2020;27/07/2020;Motociclista
Masculino;84;11:20;30/07/2020;30/07/2020;Peatón
Masculino;31;0:05;2/08/2020;2/08/2020;Motociclista
Masculino;60;.;11/06/2020;3/08/2020;Peatón
Masculino;19;20:00;3/08/2020;4/08/2020;Motociclista
Masculino;21;15:00;5/08/2020;5/08/2020;Motociclista
Masculino;73;6:35;5/08/2020;7/08/2020;Peatón
Masculino;64;18:45;9/08/2020;9/08/2020;Peatón
Masculino;48;12:30;6/06/2020;12/08/2020;Motociclista
Femenino;69;12:50;31/07/2020;13/08/2020;Peatón
Masculino;67;20:00;7/08/2020;14/08/2020;Ciclista
Masculino;69;8:00;5/08/2020;14/08/2020;Ciclista
Masculino;32;.;16/06/2020;14/08/2020;Motociclista
Masculino;71;16:10;14/08/2020;15/08/2020;Motociclista
Masculino;54;8:00;18/08/2020;18/08/2020;Ciclista
Masculino;15;18:30;18/08/2020;18/08/2020;Ciclista
Masculino;80;18:45;2/07/2020;18/08/2020;Peatón
Masculino;25;8:35;19/08/2020;19/08/2020;Motociclista
Masculino;36;17:40;19/08/2020;19/08/2020;Ciclista
Masculino;67;7:42;30/07/2020;20/08/2020;Peatón
Femenino;21;20:45;25/08/2020;25/08/2020;Parrillero
Masculino;53;18:15;22/08/2020;26/08/2020;Motociclista
Masculino;28;19:00;28/09/2020;28/08/2020;Motociclista
Masculino;58;12:30;28/08/2020;28/08/2020;Motociclista
Femenino;39;15:30;29/08/2020;29/08/2020;Motociclista
Masculino;29;5:30;30/08/2020;30/08/2020;Motociclista
Masculino;51;18:30;2/09/2020;2/09/2020;Peatón
Masculino;40;1:20;5/09/2020;5/09/2020;Motociclista
Femenino;29;20:00;20/08/2020;5/09/2020;Peatón
Masculino;66;7:20;6/09/2020;6/09/2020;Ciclista
Masculino;20;1:40;7/09/2020;7/09/2020;Ciclista
Femenino;35;15:20;8/09/2020;8/09/2020;Parrillero
Masculino;59;17:20;8/09/2020;8/09/2020;Motociclista
Masculino;26;19:45;10/09/2020;10/09/2020;Motociclista
Femenino;55;7:35;10/06/2020;10/09/2020;Parrillero
Masculino;64;10:35;11/09/2020;11/09/2020;Peatón
Femenino;75;18:45;11/09/2020;11/09/2020;Peatón
Masculino;35;13:18;9/09/2020;11/09/2020;Motociclista
Masculino;20;1:40;7/09/2020;11/09/2020;Ciclista
Masculino;48;21:20;11/09/2020;12/09/2020;Motociclista
Masculino;25;6:35;9/09/2020;12/09/2020;Peatón
Femenino;15;17:30;13/09/2020;13/09/2020;Parrillero
Masculino;66;8:08;14/09/2020;14/09/2020;Ciclista
Masculino;70;7:30;16/09/2020;16/09/2020;Pasajero de Auto
Masculino;55;7:30;18/09/2020;18/09/2020;Peatón
Masculino;31;15:20;18/09/2020;18/09/2020;Ciclista
Masculino;69;16:43;19/09/2020;19/09/2020;Motociclista
Femenino;75;12:45;20/09/2020;20/09/2020;Peatón
Masculino;50;.;17/09/2020;21/09/2020;Motociclista
Masculino;26;7:02;24/09/2020;24/09/2020;Motociclista
Masculino;47;19:34;9/09/2020;25/09/2020;Motociclista
Masculino;19;3:30;26/09/2020;26/09/2020;Motociclista
Femenino;50;17:00;20/09/2020;26/09/2020;Motociclista
Masculino;28;0:25;27/09/2020;27/09/2020;Conductor
Masculino;83;14:50;16/08/2020;27/09/2020;Peatón
Masculino;5;18:22;27/09/2020;29/09/2020;Peatón
Masculino;42;7:20;1/10/2020;1/10/2020;Motociclista
Femenino;23;23:30;27/09/2020;1/10/2020;Motociclista
Masculino;53;0:00;27/09/2020;2/10/2020;Motociclista
Femenino;52;9:15;5/10/2020;5/10/2020;Parrillero
Masculino;64;.;23/09/2020;6/10/2020;Peatón
Masculino;30;22:00;7/10/2020;7/10/2020;Peatón
Masculino;24;8:00;8/10/2020;8/10/2020;Motociclista
Femenino;20;22:40;8/10/2020;8/10/2020;Motociclista
Femenino;21;7:00;11/10/2020;11/10/2020;Motociclista
Masculino;25;3:30;11/10/2020;11/10/2020;Motociclista
Femenino;28;6:40;11/10/2020;11/10/2020;Parrillero
Masculino;22;.;11/10/2020;12/10/2020;Motociclista
Masculino;33;22:30;11/10/2020;12/10/2020;Peatón
Masculino;37;15:00;21/09/2020;14/10/2020;Motociclista
Masculino;69;16:00;16/06/2020;14/10/2020;Peatón
Femenino;42;.;15/10/2020;15/10/2020;Motociclista
Masculino;26;.;9/10/2020;16/10/2020;Motociclista
Masculino;49;10:20;23/07/2020;16/10/2020;Peatón
Masculino;88;16:40;17/10/2020;17/10/2020;Peatón
Masculino;20;.;21/10/2020;21/10/2020;Motociclista
Masculino;57;.;4/10/2020;21/10/2020;Ciclista
Femenino;82;8:38;8/10/2020;22/10/2020;Peatón
Masculino;70;.;27/09/2020;24/10/2020;Ciclista
Masculino;16;21:00;24/10/2020;25/10/2020;Motociclista
Masculino;28;14:10;26/10/2020;26/10/2020;Motociclista
Masculino;36;7:10;24/10/2020;26/10/2020;Ciclista
Masculino;63;.;1/10/2020;26/10/2020;Ciclista
Femenino;45;17:10;26/10/2020;28/10/2020;Peatón
Masculino;75;9:15;23/10/2020;29/10/2020;Peatón
Masculino;70;.;29/07/2020;29/10/2020;Peatón
Masculino;28;15:30;30/10/2020;30/10/2020;Motociclista
Masculino;19;18:00;29/10/2020;31/10/2020;Ciclista
Femenino;48;9:17;24/10/2020;31/10/2020;Pasajero de Auto
Masculino;49;18:30;13/06/2020;1/11/2020;Peatón
Masculino;41;19:00;2/11/2020;2/11/2020;Motociclista
Masculino;42;21:00;24/10/2020;2/11/2020;Ciclista
Masculino;21;13:15;3/11/2020;3/11/2020;Motociclista
Femenino;83;8:59;29/10/2020;3/11/2020;Peatón
Masculino;84;9:30;27/10/2020;4/11/2020;Peatón
Masculino;28;.;9/10/2020;4/11/2020;Peatón
Masculino;34;11:10;5/11/2020;5/11/2020;Motociclista
Masculino;20;11:10;5/11/2020;5/11/2020;Motociclista
Femenino;78;12:45;5/11/2020;7/11/2020;Peatón
Masculino;61;15:50;10/11/2020;10/11/2020;Motociclista
Masculino;27;.;9/11/2020;12/11/2020;Motociclista
Masculino;24;19:30;23/07/2020;12/11/2020;Motociclista
Masculino;29;1:20;14/11/2020;14/11/2020;Motociclista
Masculino;80;.;13/11/2020;14/11/2020;Peatón
Femenino;41;9:30;14/11/2020;15/11/2020;Peatón
Masculino;56;.;31/10/2020;15/11/2020;Peatón
Masculino;62;1:34;17/11/2020;17/11/2020;Peatón
Masculino;53;16:55;18/11/2020;18/11/2020;Ciclista
Femenino;45;20:00;15/11/2020;18/11/2020;Peatón
Masculino;34;11:19;15/03/2020;18/11/2020;Motociclista
Masculino;59;6:30;20/11/2020;20/11/2020;Motociclista
Masculino;28;.;19/10/2020;20/11/2020;Peatón
Masculino;38;14:23;21/11/2020;21/11/2020;Peatón
Masculino;34;20:50;21/11/2020;22/11/2020;Motociclista
Femenino;62;.;17/11/2020;22/11/2020;Peatón
Masculino;52;4:30;23/11/2020;23/11/2020;Ciclista
Masculino;67;7:11;23/11/2020;23/11/2020;Peatón
Masculino;64;.;23/11/2020;23/11/2020;Motociclista
Masculino;64;21:20;21/11/2020;23/11/2020;Peatón
Masculino;59;.;24/11/2020;24/11/2020;Peatón
Masculino;80;13:50;27/11/2020;27/11/2020;Peatón
Masculino;48;.;27/11/2020;27/11/2020;Peatón
Femenino;65;10:34;28/11/2020;28/11/2020;Peatón
Masculino;57;4:40;29/11/2020;29/11/2020;Motociclista
Masculino;27;16:00;4/11/2020;29/11/2020;Motociclista
Masculino;32;14:23;21/11/2020;1/12/2020;Motociclista
Masculino;75;11:30;2/12/2020;2/12/2020;Ciclista
Masculino;22;23:10;25/11/2020;3/12/2020;Motociclista
Masculino;29;5:50;5/12/2020;5/12/2020;Motociclista
Masculino;72;10:30;5/12/2020;5/12/2020;Ciclista
Masculino;18;23:30;4/12/2020;5/12/2020;Motociclista
Femenino;26;.;30/11/2020;5/12/2020;Motociclista
Masculino;22;3:30;6/12/2020;6/12/2020;Parrillero
Masculino;25;13:50;6/12/2020;6/12/2020;Motociclista
Masculino;58;17:00;6/12/2020;6/12/2020;Motociclista
Femenino;32;8:50;7/12/2020;7/12/2020;Motociclista
Masculino;22;.;.;8/12/2020;Sin dato
Masculino;22;23:50;8/12/2020;8/12/2020;Motociclista
Masculino;64;8:40;7/12/2020;8/12/2020;Ciclista
Masculino;14;21:50;10/12/2020;10/12/2020;Peatón
Masculino;56;5:00;11/12/2020;11/12/2020;Ciclista
Masculino;51;18:25;12/12/2020;12/12/2020;Peatón
Masculino;26;.;14/12/2020;15/12/2020;Motociclista
Femenino;45;14:50;16/12/2020;16/12/2020;Peatón
Masculino;73;9:50;18/12/2020;18/12/2020;Peatón
Femenino;25;5:50;19/12/2020;19/12/2020;Motociclista
Masculino;47;23:00;19/12/2020;19/12/2020;Parrillero
Femenino;26;20:27;19/12/2020;19/12/2020;Parrillero
Masculino;56;13:50;17/12/2020;19/12/2020;Peatón
Masculino;66;.;2/12/2020;20/12/2020;Motociclista
Masculino;47;.;13/12/2020;22/12/2020;Peatón
Femenino;55;.;23/12/2020;23/12/2020;Parrillero
Masculino;34;.;18/12/2020;23/12/2020;Peatón
Masculino;21;18:15;16/12/2020;23/12/2020;Ciclista
Masculino;60;11:00;12/12/2020;24/12/2020;Peatón
Femenino;22;22:10;26/12/2020;26/12/2020;Motociclista
Masculino;57;1:10;7/12/2020;26/12/2020;Peatón
Masculino;71;.;27/12/2020;27/12/2020;Peatón
Masculino;25;21:55;29/12/2020;29/12/2020;Motociclista
Masculino;63;7:20;30/12/2020;30/12/2020;Peatón
Masculino;70;11:35;31/12/2020;31/12/2020;Ciclista
Masculino;29;.;31/12/2020;31/12/2020;Motociclista
Masculino;64;.;31/12/2020;31/12/2020;Sin dato
Masculino;78;21:30;27/12/2020;31/12/2020;Peatón
Masculino;75;20:20;17/12/2020;1/01/2021;Peatón
Masculino;34;22:20;2/01/2021;2/01/2021;Motociclista
Masculino;79;.;18/12/2020;2/01/2021;Peatón
Femenino;62;15:20;4/12/2020;5/01/2021;Pasajero de Auto
Masculino;60;18:15;8/01/2021;8/01/2021;Peatón
Femenino;55;7:10;16/12/2020;8/01/2021;Parrillero
Masculino;44;13:50;8/11/2020;8/01/2021;Motociclista
Femenino;34;.;10/01/2021;10/01/2021;Peatón
Masculino;26;11:05;11/01/2021;11/01/2021;Motociclista
Masculino;23;21:40;10/01/2021;11/01/2021;Motociclista
Masculino;17;22:05;14/01/2021;15/01/2021;Ciclista
Masculino;53;22:10;18/01/2021;18/01/2021;Peatón
Femenino;60;17:10;3/01/2021;20/01/2021;Pasajero de Auto
Masculino;40;.;.;21/01/2021;Sin dato
Masculino;27;21:45;11/01/2021;23/01/2021;Peatón
Masculino;63;15:30;24/01/2021;24/01/2021;Peatón
Masculino;28;.;4/01/2021;28/01/2021;Motociclista
Masculino;83;20:00;14/12/2020;28/01/2021;Peatón
Masculino;55;21:00;28/01/2021;30/01/2021;Peatón
Masculino;26;.;21/01/2021;31/01/2021;Motociclista
Masculino;56;19:30;28/01/2021;1/02/2021;Peatón
Masculino;49;.;22/01/2021;1/02/2021;Peatón
Masculino;28;0:58;3/02/2021;3/02/2021;Ciclista
Masculino;81;5:30;2/02/2021;6/02/2021;Peatón
Masculino;45;.;27/01/2021;8/02/2021;Motociclista
Masculino;73;9:00;6/02/2021;9/02/2021;Ciclista
Masculino;34;.;10/02/2021;10/02/2021;Motociclista
Masculino;76;12:20;18/12/2020;10/02/2021;Peatón
Masculino;44;5:08;11/02/2021;11/02/2021;Peatón
Masculino;21;5:50;12/02/2021;12/02/2021;Peatón
Masculino;28;7:35;11/02/2021;12/02/2021;Motociclista
Masculino;66;0:00;15/02/2021;15/02/2021;Motociclista
Masculino;73;19:30;15/02/2021;15/02/2021;Peatón
Masculino;54;.;20/01/2021;16/02/2021;Motociclista
Masculino;26;23:30;16/02/2021;17/02/2021;Peatón
Masculino;57;.;11/02/2021;17/02/2021;Motociclista
Masculino;66;17:40;17/02/2021;18/02/2021;Peatón
Masculino;53;19:20;19/02/2021;20/02/2021;Peatón
Masculino;40;.;13/02/2021;20/02/2021;Motociclista
Masculino;50;5:15;21/02/2021;21/02/2021;Peatón
Masculino;51;14:55;21/02/2021;21/02/2021;Motociclista
Masculino;20;22:09;22/02/2021;22/02/2021;Motociclista
Masculino;21;12:40;14/02/2021;22/02/2021;Motociclista
Femenino;49;13:36;19/01/2021;23/02/2021;Motociclista
Masculino;60;.;.;28/02/2021;Peatón
Femenino;2M;13:20;5/03/2021;5/03/2021;Parrillero
Masculino;23;0:12;11/03/2021;11/03/2021;Motociclista
Femenino;44;1:15;14/03/2021;14/03/2021;Motociclista
Masculino;66;19:00;14/03/2021;14/03/2021;Peatón
Masculino;56;6:10;16/03/2021;16/03/2021;Ciclista
Masculino;35;7:56;19/03/2021;19/03/2021;Motociclista
Masculino;23;3:00;22/03/2021;22/03/2021;Motociclista
Masculino;22;17:15;22/03/2021;22/03/2021;Motociclista
Masculino;59;.;22/03/2021;22/03/2021;Peatón
Femenino;69;1:00;21/03/2021;23/03/2021;Peatón
Femenino;64;7:10;27/03/2021;27/03/2021;Peatón
Masculino;73;17:00;26/03/2021;27/03/2021;Peatón
Masculino;80;12:10;13/03/2021;27/03/2021;Peatón
Masculino;26;.;28/03/2021;30/03/2021;Motociclista
Femenino;15;22:50;1/04/2021;1/04/2021;Motociclista
Masculino;20;14:00;2/04/2021;3/04/2021;Peatón
Masculino;19;21:45;7/04/2022;7/04/2021;Motociclista
Masculino;35;22:45;8/04/2021;8/04/2021;Motociclista
Masculino;44;19:35;9/04/2021;9/04/2021;Peatón
Femenino;20;7:55;10/04/2021;10/04/2021;Motociclista
Femenino;24;5:55;10/04/2021;10/04/2021;Peatón
Femenino;15;16:50;11/04/2021;11/04/2021;Parrillero
Masculino;16;16:50;11/04/2021;11/04/2021;Motociclista
Masculino;82;18:45;11/04/2021;11/04/2021;Peatón
Masculino;51;5:30;21/02/2021;12/04/2021;Motociclista
Masculino;23;12:10;14/04/2021;14/04/2021;Peatón
Masculino;26;.;.;16/04/2021;Pasajero de Auto
Masculino;46;20:40;17/04/2021;17/04/2021;Motociclista
Femenino;80;18:30;31/03/2021;18/04/2021;Peatón
Masculino;79;7:15;20/04/2021;20/04/2021;Peatón
Masculino;45;.;27/04/2021;27/04/2021;Peatón
Masculino;93;9:20;25/04/2021;27/04/2021;Peatón
Femenino;90;19:30;22/04/2021;1/05/2021;Peatón
Femenino;30;.;8/05/2021;8/05/2021;Pasajero de Auto
Masculino;25;0:30;9/05/2021;9/05/2021;Motociclista
Masculino;76;10:20;11/05/2021;11/05/2021;Ciclista
Masculino;41;3:40;16/05/2021;16/05/2021;Motociclista
Femenino;17;15:20;16/05/2021;16/05/2021;ciclista
Masculino;51;23:00;15/05/2021;16/05/2021;Pasajero de Auto
Masculino;50;21:00;9/05/2021;16/05/2021;Peatón
Femenino;58;9:30;17/05/2021;17/05/2021;Parrillero
Masculino;82;.;19/05/2021;19/05/2021;Peatón
Masculino;24;20:53;21/05/2021;21/05/2021;Motociclista
Masculino;39;.;21/05/2021;21/05/2021;Motociclista
Masculino;32;3:45;22/05/2021;24/05/2021;Motociclista
Masculino;25;16:40;23/05/2021;26/05/2021;Motociclista
Masculino;39;.;28/05/2021;29/05/2021;Motociclista
Femenino;86;8:30;30/05/2021;30/05/2021;Peatón
Masculino;29;19:40;30/05/2021;30/05/2021;Motociclista
Masculino;73;0:50;31/05/2021;31/05/2021;Peatón
Masculino;17;1:30;3/06/2021;3/06/2021;Peatón
Femenino;19;9:30;3/06/2021;3/06/2021;Parrillero
Femenino;45;13:28;5/06/2021;5/06/2021;Parrillero
Masculino;18;.;6/06/2021;6/06/2021;Motociclista
Masculino;27;17:00;6/06/2021;9/06/2021;Ciclista
Masculino;62;8:50;12/06/2021;12/06/2021;Peatón
Masculino;75;.;10/06/2021;12/06/2021;Peatón
Masculino;53;19:00;18/01/2021;12/06/2021;Motociclista
Masculino;17;2:00;13/06/2021;13/06/2021;Motociclista
Masculino;19;2:00;13/06/2021;14/06/2021;Motociclista
Masculino;57;19:00;16/06/2021;16/06/2021;Peatón
Masculino;55;17:50;17/06/2021;17/06/2021;Motociclista
Masculino;61;23:00;19/06/2021;19/06/2021;Motociclista
Masculino;30;.;.;20/06/2021;Motociclista
Masculino;27;3:00;20/06/2021;20/06/2021;Motociclista
Masculino;75;8:00;17/06/2021;20/06/2021;Peatón
Masculino;80;11:30;12/06/2021;20/06/2021;Ciclista
Masculino;21;17:30;6/06/2021;20/06/2021;Motociclista
Masculino;54;0:45;21/06/2021;21/06/2021;Motociclista
Femenino;23;1:00;21/06/2021;21/06/2021;Motociclista
Masculino;37;5:30;21/06/2021;21/06/2021;Peatón
Masculino;80;.;18/06/2021;21/06/2021;Peatón
Femenino;27;16:11;19/06/2021;22/06/2021;Parrillero
Masculino;70;12:10;18/06/2021;22/06/2021;Peatón
Masculino;44;.;21/06/2021;23/06/2021;Peatón
Masculino;74;.;15/06/2021;23/06/2021;Peatón
Masculino;81;3:30;19/06/2021;24/06/2021;Peatón
Masculino;83;8:30;18/06/2021;24/06/2021;Peatón
Masculino;39;18:00;17/06/2021;24/06/2021;Motociclista
Masculino;29;20:20;26/06/2021;26/06/2021;Motociclista
Masculino;64;13:15;27/06/2021;27/06/2021;Peatón
Femenino;27;.;18/06/2021;28/06/2021;Motociclista
Masculino;81;11:24;29/06/2021;29/06/2021;Ciclista
Masculino;63;.;23/06/2021;29/06/2021;Conductor
Masculino;75;.;26/06/2021;30/06/2021;Peatón
Masculino;67;12:25;27/06/2021;1/07/2021;Ciclista
Masculino;74;8:20;29/06/2021;3/07/2021;Peatón
Femenino;51;.;6/03/2021;5/07/2021;Peatón
Femenino;41;.;2/07/2021;7/07/2021;Parrillero
Femenino;24;19:15;30/06/2021;7/07/2021;Motociclista
Masculino;52;22:30;13/07/2021;13/07/2021;Motociclista
Femenino;13;21:00;13/07/2021;13/07/2021;Parrillero
Masculino;34;23:14;12/07/2021;13/07/2021;Peatón
Masculino;80;10:00;11/07/2021;13/07/2021;Peatón
Masculino;79;19:07;14/07/2021;14/07/2021;Peatón
Masculino;66;10:30;14/07/2021;14/07/2021;Peatón
Masculino;29;19:42;12/07/2021;14/07/2021;Motociclista
Masculino;37;10:30;15/07/2021;15/07/2021;Peatón
Femenino;40;16:45;19/07/2021;19/07/2021;Parrillero
Masculino;19;12:05;20/07/2021;20/07/2021;Motociclista
Femenino;45;8:30;10/07/2021;21/07/2021;Peatón
Masculino;44;.;23/07/2021;23/07/2021;Peatón
Masculino;32;4:50;25/07/2021;25/07/2021;Conductor
Masculino;28;21:50;25/07/2021;25/07/2021;Ciclista
Femenino;70;15:30;19/07/2021;25/07/2021;Peatón
Masculino;60;8:25;26/07/2021;26/07/2021;Peatón
Masculino;30;6:33;27/07/2021;27/07/2021;Motociclista
Masculino;45;21:30;15/07/2021;27/07/2021;Motociclista
Masculino;25;3:00;30/07/2021;30/07/2021;Motociclista
Femenino;26;8:35;30/07/2021;30/07/2021;Motociclista
Masculino;34;23:05;31/07/2021;31/07/2021;Peatón
Masculino;41;22:30;31/07/2021;31/07/2021;Motociclista
Masculino;20;16:06;1/08/2021;1/08/2021;Motociclista
Masculino;49;2:06;1/08/2021;1/08/2021;Motociclista
Masculino;34;23:35;1/08/2021;1/08/2021;Motociclista
Masculino;79;13:05;31/07/2021;1/08/2021;Ciclista
Masculino;65;20:45;31/07/2021;1/08/2021;Peatón
Masculino;81;16:50;31/07/2021;1/08/2021;Peatón
Masculino;84;9:41;30/07/2021;1/08/2021;Peatón
Masculino;45;2:04;2/08/2021;2/08/2021;Motociclista
Femenino;70;14:00;28/07/2021;2/08/2021;Parrillero
Masculino;75;7:25;3/08/2021;3/08/2021;Pasajero de Auto
Masculino;23;21:00;3/08/2021;3/08/2021;Motociclista
Masculino;31;.;26/07/2021;3/08/2021;Sin dato
Masculino;21;21:30;2/08/2021;4/08/2021;Motociclista
Masculino;24;21:50;6/08/2021;6/08/2021;Motociclista
Masculino;56;.;6/08/2021;7/08/2021;Peatón
Masculino;31;23:35;1/08/2021;7/08/2021;Motociclista
Masculino;27;23:35;1/08/2021;7/08/2021;Parrillero
Masculino;50;6:03;9/08/2021;9/08/2021;Peatón
Masculino;46;20:30;10/08/2021;10/08/2021;Peatón
Femenino;59;11:45;11/08/2021;11/08/2021;Pasajero de Auto
Masculino;76;.;15/07/2021;11/08/2021;Peatón
Masculino;30;3:00;15/08/2021;16/08/2021;Conductor
Femenino;22;16:40;18/08/2021;18/08/2021;Motociclista
Femenino;48;0:05;20/08/2021;20/08/2021;Peatón
Masculino;37;5:10;22/08/2021;22/08/2021;Motociclista
Masculino;67;20:20;28/08/2021;28/08/2021;Conductor
Masculino;24;4:00;29/08/2021;29/08/2021;Motociclista
Masculino;49;.;29/08/2021;29/08/2021;Motociclista
Masculino;70;.;30/08/2021;30/08/2021;Ciclista
Femenino;57;18:35;19/08/2021;31/08/2021;Parrillero
Masculino;25;15:10;1/09/2021;1/09/2021;Peatón
Masculino;14;19:00;1/09/2021;3/09/2021;Motociclista
Masculino;47;4:30;5/09/2021;5/09/2021;Peatón
Masculino;74;.;31/08/2021;5/09/2021;Peatón
Masculino;19;19:40;5/09/2021;6/09/2021;Motociclista
Masculino;76;18:00;5/09/2021;7/09/2021;Peatón
Femenino;26;0:25;9/09/2021;9/09/2021;Motociclista
Masculino;22;13:45;9/09/2021;9/09/2021;Motociclista
Masculino;72;10:00;4/09/2021;10/09/2021;Ciclista
Masculino;46;18:50;11/09/2021;11/09/2021;Peatón
Masculino;24;.;12/09/2021;12/09/2021;Motociclista
Femenino;33;9:30;13/09/2021;13/09/2021;Parrillero
Masculino;29;20:30;16/09/2021;14/09/2021;Peatón
Masculino;18;4:50;14/09/2021;14/09/2021;Motociclista
Masculino;36;13:45;13/09/2021;14/09/2021;Ciclista
Masculino;50;23:55;11/09/2021;15/09/2021;Motociclista
Masculino;26;19:00;1/09/2021;15/09/2021;Motociclista
Masculino;28;16:32;16/09/2021;16/09/2021;Conductor
Masculino;63;13:00;9/08/2021;17/09/2021;Peatón
Masculino;44;.;9/08/2021;17/09/2021;Motociclista
Masculino;74;.;13/09/2021;18/09/2021;Peatón
Masculino;60;18:40;27/08/2021;19/09/2021;Ciclista
Masculino;54;21:15;18/09/2021;20/09/2021;Ciclista
Masculino;24;18:10;21/09/2021;21/09/2021;Peatón
Masculino;46;.;21/09/2021;21/09/2021;Peatón
Femenino;64;11:40;17/09/2021;23/09/2021;Peatón
Masculino;81;.;3/09/2021;25/09/2021;Peatón
Masculino;20;9:40;27/09/2021;27/09/2021;Motociclista
Masculino;38;2:00;2/10/2021;2/10/2021;Motociclista
Masculino;20;19:30;3/10/2021;3/10/2021;Motociclista
Masculino;77;19:00;4/10/2021;4/10/2021;Peatón
Masculino;77;11:15;5/10/2021;5/10/2021;Ciclista
Masculino;33;6:10;6/10/2021;6/10/2021;Motociclista
Masculino;20;17:25;6/10/2021;6/10/2021;Motociclista
Masculino;52;.;4/10/2021;8/10/2021;Peatón
Masculino;77;12:00;9/10/2021;9/10/2021;Peatón
Masculino;41;1:25;15/10/2021;15/10/2021;Motociclista
Masculino;58;1:25;15/10/2021;15/10/2021;Ciclista
Masculino;52;12:13;15/10/2021;15/10/2021;Motociclista
Masculino;38;13:15;15/10/2021;15/10/2021;Ciclista
Masculino;31;.;17/10/2021;17/10/2021;Motociclista
Masculino;73;19:00;18/10/2021;18/10/2021;Motociclista
Masculino;20;15:35;19/10/2021;19/10/2021;Motociclista
Femenino;48;13:40;19/10/2021;19/10/2021;Motociclista
Femenino;22;19:00;6/10/2021;19/10/2021;Motociclista
Femenino;25;11:20;20/10/2021;20/10/2021;Motociclista
Femenino;66;9:30;17/09/2021;21/10/2021;Peatón
Masculino;77;.;23/09/2021;23/10/2021;Peatón
Masculino;36;4:50;24/10/2021;24/10/2021;Peatón
Masculino;54;.;23/10/2021;24/10/2021;Peatón
